"R_squared","Adj_R_squared","F_statistic","p_value","Intercept","Intercept_SE","Slope","Slope_SE"
0.643356832970763,0.598776437092108,14.4313844749594,0.00524512720759488,22.2526724580618,4.51488419635752,0.0312632226118331,0.00822961928393252
